Id,Title,Price,User_id,profileName,review/helpfulness,review/score,review/time,review/summary,review/text
0061056006,Cat on the Edge: A Joe Grey Mystery,7.99,A3527YDYBI97QO,Barbara J. Mullaley,1,5,1235520000,Cat's speak......,"When I started this series never did I imagine how much I would adore the author's writing style, or the fact that these felines talk.The main cat character Joe Grey has stolen my heart. Along with his beautiful lady love Dulcie...I never imagained books so entertaining.I am a huge fan of The Cat who series, The Mrs. Murphy mysteries, and another fav are the Midnight Louie Mysteries. But these have something so different to offer. These felines actually can have a full conversation with their owners. And when they ever go and get their food from the frig. It will warm your heart.The mysteries themselves are inventive, the characters well rounded. I was never bored reading this book. And I highly recommend this series to anyone who has read any of the other Cat Mysteries that I have listed above.Thank You Shirley Rousseau Murphy for adding choices to my cozy cat mysteries."
1901983994,Chess Tactics for Kids,11.53,A3G2P73NI8V6GU,"Mike H ""Livin in the Past""",1,5,1347321600,"Excellent For Beginners, A Complete Tactics Primer","While I prefer Susan Polgar's ""Chess Tactics For Champions"" for a first book on tactics, this book, in the long run, is superior to hers. Fifty tactical motifs, all very well explained by Murray Chandler. I'm around 1600 USCF and while I ended up with a 52-of-54 score on the final test (two small errors prevented elusive perfection), I wouldn't exactly call this book easy. But the bottom line is your kid -- or any beginner -- can't go wrong with this. Keep checking it out now and again after you've read it and your tactics will be solid.Some tactics are fairly deep, but overall it's a good prep course for John Nunn's ""Learn Chess Tactics"" and then Fred Reinfeld's awesome ""1001 Winning Chess Sacrifices and Combinations,"" (although Reinfeld's books are in descriptive notation, they are excellent to build one's pattern recognition and horizon). Three good checkmate books (in recommended reading order) are: Chandler's misnamed ""How to Beat Your Dad at Chess,"" ""The Art of Checkmate,"" by Georges Renaud, and Reinfeld's ""1001 Brilliant Ways to Checkmate.""Don't hesitate to buy this book!"
1931836140,IT Ethics Handbook: Right and Wrong for IT Professionals,53.95,A3YYGS0XCE1F,"Christopher Byrne ""The Business Controls Caddy""",0,3,1099267200,How Do You Truly Define Ethical Right and Wrong in IT?,"When do we as information technology professionals cross the line ethically? Who us to say what is right or wrong? Are there absolutes? Or is everything just relative. These are some of the questions posed by Stephen Northcutt in IT Ethics Handbook - Right and Wrong for IT Professionals ( 648 pages ; Syngress, 2004). The only problem is that for this reader, the book left me with more questions than it answered, though I found the many examples and ""case studies"" included would provide good references for discussion purposes.The first thing that caught my attention was the author's identification of ""moral relativism"" as one of the dominant ""religious thoughts"" in the world today. The author also boldly states that in many cases ""moral relativism"" will ""rapidly get you fired in the workplace"". This latter statement may or may not be true, but itstruck me more as an ethical goal in a perfect world than as statement of fact. And there is no way in the world that this reader would consider ""moral relativism"" a stream of religious thought because it has no grounding in religion at all. It is a by-product of the drive for a secular society in today's world. It seems that the author does acknowledge to some degree that moral relativism is a culprit in the ethical quandaries of today, it serves as the framework for the discussion of each ethical issue raised, casting answers in a ""conservative"" and ""liberal"" point of view to show the extremes of the answers to different scenarios.It is here that the readers of this book would need to be very careful, as is the challenge in looking at any case study, since nothing is always cut and dry since a scenario does not always include all the factors that can drive it. The author does acknowledge this and states that every case study and answer set offered may or may not be applicable to given organizational circumstances.All of this being said, I would not recommend this book for anyone expecting to find cut and dry answers that they can apply to their organization. I would recommend it as a desk reference to use for ethics training session or to find information for the starting point of discussions for ethics issues that may arise at any given time in the workplace. The price is not that expensive that you would not get at least some value out of the book, even if it just challenges your thinking about what issues really fall under the realm if ""IT Ethics"" or how you would approach a given situation.The Business Controls Caddy Scorecard: Even on a Par 4"
0609807900,"Sloppy Firsts (Jessica Darling, Book 1)",11.19,A1NSWV5MOGQ31A,"Carrie Dunham-LaGree ""nomadreader""",,4,1255910400,funny and wise debut: perfect for teens and delightful for many adults too!,"Summary: Sloppy Firsts is the story of Jessica Darling, a high school junior in New Jersey. Her best friend, Hope, has moved to Tennessee after Hope's brother died of a drug overdose. Jessica is a faithful diarist, and her story unfolds through diary entries and a monthly letter to Hope.Review: One of my best friends recommended this book to me, and I'm so glad she did! I loved Jessica Darling from the very beginning, and I wished the books were around when I was in high school because I would have loved them then too. Jessica is a wonderfully honest narrator, but the reader can still see how she struggles with her self-esteem. Jessica's perception of herself is not always the exact reality, but it's refreshing to read a story with enough depth to let the reader understand the narrator's point of view and alternate points of view. Are any of us truly aware of our exact gifts, talents and perspective to others? The novel is tender, funny and true. Jessica Darling truly feels like a friend after reading this book. I was so glad to discover this book eight years after it was published so I could read the next in the series right away."
0399525173,The Thinking Woman's Guide to a Better Birth,11.56,A30KD464BB91YT,mariposachick,0.75,3,1191196800,Good for research information,Like many other reviewers said this book is biased. The author gives this disclaimer at the beginning and how her purpose for the book is in hoping to revert her readers to her opinions and beliefs. I found it good for offering up research statistics and pros and cons of all interventions during childbirth. It's good to read and read other things and then decide what choices are right for you.
1584793384,"Great Grilled Cheese: 50 Innovative Recipes for Stove Top, Grill, and Sandwich Maker",12.21,A252ZXVWWIDQ2W,bryan vale,,5,1357603200,A great resource,"My girlfriend bought me this in conjunction with a panini press pan, and it was great. We tried one of the recipes the first night and it was delicious. It doesn't reinvent the wheel at all, but it does give some great ideas and ingredient combinations. Definitely useful to have when you are going through the cupboard trying to cobble together a meal out of ingredients that seemingly won't go together."
0922729379,"Violet Flame To Heal Body, Mind And Soul (Pocket Guide to Practical Spirituality)",7.58,AM738E8X3T0KJ,"Dr Ana Garcia PhD, DTM - Author, Public Speak...",1,5,1345161600,A little book with a big punch,"There are two spiritual tools that I have used since the first moment that I found them and I have never stopped since: one is Reiki and the other one is the Violet Flame.This little book is a marvelous account of stories of how the violet flame has helped and can help people and the planet with the dispersion of negative energy and its transmutation into light. The Violet Flame of Saint Germain the highest gift that humanity has ever received, although I also link it to Archangel Zadkiel.When I feel fear, when I am stuck, when I have a negative emotion; when I feel that I am out of the flow or out of control of external factors affecting my life; when someone is sick or need clarity or help; when I can no longer visualize my destiny or my future... and in many other occasions, I visualize the Violet Flame and I tell the poem that comes in the book out loud, again and again, until my feeling shifts and I am at peace.As soon as I read this poem I memorized it because I recognized that this was my way to re-center, re-balance and re-focus myself.This is definitely a very little book with a very big punch!"
0226432084,"Demons of the Night: Tales of the Fantastic, Madness, and the Supernatural from Nineteenth-Century France",35,A104FMOV5TRSSY,Blue Wand,,4,1360454400,Phantasmic Bill of Fare,"This is a nice collection of French short stories, but very specifically 19th century supernatural/fantastic type tales. Of course every reader will have his or her own favorites from the bill of fare, but for my part, the only authors I could have done without were Verne--who seemed out of place with his Hoffmannesque Master Zacharius--and Gerard de Nerval, who apparently was going mad when he wrote Aurelia--I felt as if he were trying to drive me mad when I read it! But most everything else in the anthology is enjoyable. Some standouts include Merimee, Gautier, and Dumas. The editor also provides an excellent introduction to the tales and authors. So for anyone who has a yen to feast on some fantastic 19th century French short stories, Demons of the Night will certainly serve up a delightful read."
0745162150,Battles at Thrush Green (Thrush Green Series #4),54.95,A9956OD55QCZW,Colorado Cupcake,0.75,5,1053388800,Another Gentle Giant,Battles at thrush Green is a wonderful book. Miss Read has stupendous grasp of human nature and makes her characters alive for her readers. I just discovered this wonderful author and have been working my way down the reading list. I absolutely recommend this book as well as all the rest.
1933102063,"Family Writes: Parenting With Pens, Pencils And Pc's (Capital Ideas)",15.95,A1E1HKXLUFA32R,J. Bryan Wood,,5,1136073600,A Wonderful Little Book,"We just attended the Epstein's workshop and had a great time. Their presentation highlighted some of the exercises from their book, and demonstrated how using a few simple tricks the creative processes can be stimulated. The activities made this process fun for kids and grownups a like. I was genuinely surprised at the ideas that came out of the process. I know that my family will have many fun filled hours employing the techniques in the book."
0786868430,Madam Secretary: A Memoir,20.4,A2Z4KA3EFQWZOX,Seth J. Frantzman,0.10655737704918032,4,1063843200,Just a great lovely account,This is almost as good as Mrs. clintons book 'witness to Bills cheating or whatever it was called. This book details how our greatest secretary of state since Colin Powell betrayed the serbs and helped to murder more then 5000 innocent civilians.Inside this book you will find the following exciting accounts:1) How Albright was offended by her critics calling her 'halfbright'.2) How albright was the 'daughter of munich' and the sympahty sourounding this helped her get ahead.3)How Albright was helpful in giving Serbia no options so that she could flex American muscle and bomb civilians.4) How albright decided that Osama wasnt a big enough threat to put american resources into finding and gave up on capturing him in the Sudan.5) How Albright helped the Koreans secure lasting peace in Korea so the North could continue a nuclear weapons program.These are among the other great revelations in this excellent book on how American foreign policy should allways be conducted so that we will one day be ruled by a Chinamen who is devoted to Islam.
0789728265,How to Use Adobe Premiere 6.5,34.99,A2HI2DF0T4FB73,David Goodell,0.8888888888888888,5,1050969600,Perfect Reference,"This book is the BEST reference you can have by your side while editing in Premiere. Each feature of Premiere is presented pictorially on two pages. This way you can open the book to the part you need and proceed without ever having to turn the page. It is worth it's weight in gold. Do not confuse this book with a step by step learning type of book. This book will answer your immediate question without slowing down your progress on a project you are working on. For example, you are crusing along on your daughters graduation video and you decide you'd like to use &quot;picture in a picture&quot;...bam, flip to the two page PIP section and you've got a perfect how to."
1580627560,Why Men Love Bitches: From Doormat to Dreamgirl - A Woman's Guide to Holding Her Own in a Relationship,10.85,A2R12JTI0KSL6D,bstephanie7,1,5,1353024000,Fun Read,I love the way this book is written. I found it very entertaining and a great read. I loved it!
0395936098,Peterson Field Guide: Eastern Birds' Nests,13.6,AREQP1TQCFQZB,"T. Laszlo ""Buckeye Book Reader""",,5,1339286400,Nice resource,Very useful for identifying nest to bird. Great pictures from above. Some side pictures would have been nice. A lot of egg pictures also. A most in a birders collection.
1596009780,Alice's Adventures in Wonderland and Through the Looking Glass (Classic Collection (Brilliance Audio)),18.54,A22X1NOJC5Z0ZK,Claire,1,5,949881600,"A truly, truly wonderful book.","I am a teenager, but I live in France and am not completely fluent in English yet. Alice's Adventures in Wonderland was one of the first English novels I read, and I loved it. I went on to read Through the Looking Glass and loved it just as much. I think that it is a perfect book to read to children. The language was clear enough for me to understand, and I am not a native English speaker, so it would be easy for a child to understand. But even as a young adult, I loved the funny story and the funny people who were in the books. I recommend this book to everyone!"
B000GPP4CS,The Cocker Spaniel: An Owner's Guide to a Happy Healthy Pet,1.29,A3F4J9MM9F8GW8,A Customer,,5,1155254400,Great Little Book,This book is perfect for someone who wants good general knowledge about the Cocker Spaniel. It covers all the basics and then some. It is a small book. It is concise and perfect for the average pet owner. I like it very much.
0718013239,The Charles F. Stanley Life Principles Bible (Black),54.74,A1N5WDV3PGQHGJ,Couvi,,5,1357516800,Charles Stanley Life Principles Bible,Charles Stanley brings the scripture home to me when I read and pray on Gods word. Give it a try and you will not be disapointed
159335648X,"Killing Floor (Jack Reacher, No. 1)",39.25,A3HX8EJH2CXK3W,zorro,,4,1350691200,Zorro,"Great Book keeps one hooked on the series. Fun book to take on a tripand E version is all I buy, great collection to keep."
0875163238,It Works: The Famous Little Red Book That Makes Your Dreams Come True!,3,A34FTM4VOFY45Y,A Customer,0.7222222222222222,5,903830400,&quot;It&quot; is the secret!,One of the most powerful books on achieving what you want in life...and it's so simple! &quot;It&quot; will make so much sense to you! I share it with everyone and I've even put it on my &quot;Millionaire University&quot; Booklist on my website!
0596100965,Adobe Photoshop CS2 One-On-One,29.16,A1UEVVNOXURZW6,"Book Maverick ""Book Maverick""",0.6923076923076923,5,1111881600,This is the book to buy!,"I have 4 books on Adobe and almost gave up on the program. This book saved my efforts. This book is clearly written. The illustrations are top notch and most of all, the writer actually knows what he is talking about. Warning,,,, many books written for PS are written by MAC users and their snobbery comes out in their material when they make reference to us Windows users. This guy teaches as if he uses both MAC and Windows. Also, the CD and the hands on lessons are excellent. I really can't say anything bad about the book. Thank you Mr. McClelland for an excellent job in putting together this book. I encourage everyone to buy it first before another book."
0939495805,The Picture of Dorian Gray,26,A1W0O4JH1JQHAT,Marilyn,1,4,1349740800,Be careful of your wishes.,"A dark story, narrated excellantly with changing voices for ths different characters. A painter friend convinces the extremely handsome, Dorian, to pose for him. The painting turns out so well Dorian wants to keep it. He makes a wish that he would always be so handsome and only the painting show his aging and scars of life. His wish is granted and you should follow the outcome of his life."
1932100385,"The China Study: The Most Comprehensive Study of Nutrition Ever Conducted and the Startling Implications for Diet, Weight Loss and Long-term Health",16.47,A2DZV6YBBTHCIH,D. Evans,0.6,5,1318723200,Everyone should read this book!!!,"A friend of mine recommended this book to me and it changed not only the way I eat but also my life. I decided to avoid animal foods and switch to a plant based diet mostly for health reasons. My total cholesterol level was close to 300 and it was time to do something drastic. What did I have to lose? After just four weeks on the diet, I decidied to have my cholesterol checked. I wasn't very far into the diet change at that time but I wanted to see if my hard work had paid off any. My cholesterol level had dropped from 283 down to 220. My goal is to get it below 150.I still have a way to go but if I can do it, anyone can!"
0553580418,Beyond the Great Snow Mountains: A Novel,5.99,A2ZSC81MXLBELX,"L. Shirley ""Laurie's Boomer Views""",1,5,1131494400,I Love L'Amour!,"This review refers to ""Beyond The Great Snow Mountains""(Short Story Collection) by Louis L'Amour.L'Amour fans, this short story collection is fabulous. Ten captivating classic stories that will have you turning the pages, as fast as you can. Each story is a fresh new experience. Adventure, Mystery, Intrigue, Suspense, Action and even a little romance. The action takes place on land, in the air, and on the water. And yes, some Western adventure as well. The main characters and heroes are always charismatic. Some are even based on real life adventurers he knew.L'Amour's own turn at being a miner and a boxer(as told in the Afterword by Beau L'Amour), is put to good use in some stories revolving around those subjects. The mining story ""Under The Hanging Wall"", is a suspense packed murder mystery, with all the usual suspects, and the action taking place in an abandoned and dangerous part of a mine. ""The Money Punch"" is the story of a young fighter with lessons to learn.In ""By the Waters of San Tadeo"" and ""Beyond the Great Snow Mountains"", women are the main character and heroines of the stories. One has a woman trying to escape danger and the other a woman torn between the Tribe she has become a part of and a chance to go back to her home.The stories range from 10 pages to 40 pages. And in that short time, L'Amour manages to tell great tales. Other works included are ""Meeting at Falmouth"", :Roundup In Texas"", ""Sideshow Champion"", ""Crash Landing"", ""Coast Patrol"", and ""The Gravel Pit"". A Dedication, and Afterward by Beau L'Amour and a short informative, ""About Louis L'Amour"" is also included in the book.I was delighted with every story in this collection. Louis L'Amour fans will love this one.Enjoy....Laurie"
020169946X,Fundamentals of Object-Oriented Design in UML,33.15,A320W2LT9IJ86W,Clark V. Valberg,1,5,1168128000,Most readable book on the subject,If you're a software architect you've probably read this book 100 times... If you haven't you better get started. This came highly recommended by a good friend - I haven't been able to thank him enough. Meilir's light readable style and profoundly deep understanding of the subject makes this book as accessible to a beginner as it is fun to read to an expert.
0425157628,Ceremony in Death,7.99,A232XEMVE3KJAO,"carrottop ""carrottop""",,5,1358553600,j.d.robb is great also...,i don't usually like this kind of book but i love this series. one two three four five six seven
0849958644,Squanto and the Miracle of Thanksgiving,9.99,A1PPEPCB3FU9FU,E. Greer,,5,1356048000,Made an impression,My eight year old grandson enjoyed this and understood Squanto's story and how God worked in his life. It obviously made an impression as he wanted to dress up as Squanto for Thanksgiving!
1583332049,The Coconut Oil Miracle (Previously published as The Healing Miracle of Coconut Oil),12.24,AK7ZM7STWJPBD,whedna2012,1,5,1344902400,Best kept secret for weight loss and great health!,"I really appreciate this buying online at great prices. I figure when I'm done with a book I can't part with it but I'm so glad others can. My book is in excellant condition and having already read it, I am 33 lbs down and feel like I'm in my 30's again even though I'm pushing 65. No longer taking pain medicine and have more energy than I ever dreamed possible. Blood pressure is down and my work friends are amazed at how good I'm looking and feeling-no more complaining because I hurt! I always feel great and without taking pills! Thanks again for allowing us seniors to buy used books on limited incomes so we can continue our education!"
096406054X,Mouse Tales: A Behind-the-Ears Look at Disneyland: Golden Anniversary Special Edition (Hardcover Book with Audio CD),26.24,A2YCFXWXI1YOY2,DA Chi,0.25,2,1164585600,book was somewhat interesting but too negative,The author took a very negative approach to reviewing Disney. A bit like the National Enquirer.
0785209824,"Through Painted Deserts: Light, God, and Beauty on the Open Road",10.87,A1NP6NBFVN964G,"Grill Master ""Grill Master""",0,4,1209168000,A good read,This is a good book. The humor between Donald and Paul reminds me of Bill Bryson's in A Walk in the Woods. No super deep spiritual findings here but some familiar questions for anyone who's been a Christian for any length of time. It's good to read honesty written without reservations. I'm currently reading Blue Like Jazz and TPD reads more like a narrative than BLJ. My guess is if you like the thought process of BLJ you will like this book. Great book about a road trip to read on a road trip. Recommended.
0130206016,UNIX System Administration Handbook (3rd Edition),63.69,A17GBFKNGN6340,Brian Li,0.2857142857142857,3,1028505600,Pricey and not worth.,Just a average book. Topics are not deeply explained.
1931498997,"Crashing the Gate: Netroots, Grassroots, and the Rise of People-Powered Politics",25,A33S7LYWBNUDMY,M. Lange,0.8260869565217391,4,1156550400,"A Decent Effort, With Good Insights","This book starts slowly, and doesn't really take off until the second half, when one arrives at the chapter called ""The Gravy Train,"" which critiques the consultant-oriented way of DC Democratic politics. From that chapter on, the authors do a good job of discussing the current state of electoral politics, especially at the congressional level, and how the losing paradigm is slowly yielding to the new, ""netroots""-driven politics that were initiated with the Howard Dean presidential campaign in 2003.The best thing about this book is the insights of those politicians, campaign strategists, and fellow bloggers they personally interviewed. They make a strong case for a 50 state strategy and emphasis on person-to-person politics everywhere, rather than the traditional focus on people as parts of ""groups"" and ""categories"" to manipulate. They show how bloggers can help ignite a campaign through raising instant cash, such as the Paul Hackett campaign for Congress in Ohio.The book could have done without the introductory chapters, which are not terribly edifying. Their discussions of history are rote and suffer from some mistakes. For example, their reference to the I.W.W. calls them the ""International Workers of the World,"" but the name was actually ""Industrial Workers of the World."" They are on far more solid ground in discussing contemporary politics, however.I would have appreciated more expansive discussion of the authors' ideas about how the blogosphere could even more successfully work as a part of an integral strategy for the Democrats at state and local levels. They speak admiringly of how the right wing has created a force by recruiting, grooming, and nurturing young activists, developing a strong body of think tanks and research entities to produce ""ideas,"" rather than focus on policy, using the media skillfully, and engaging in advanced targeting that integrates political and consumer marketing data. Why not explore how the blogosphere can help with candidate recruitment, training, early fundraising, and media strategy beyond the internet? What about some tips for candidates and campaign staff to more effectively work in the blogosphere, market their campaigns, and add blogging to their own websites? Maybe they can do that in another book."
0756613434,Encyclopedia of Perennials (American Horticultural Society),26.4,A2OAD5Y7MXUOFZ,Laurie A. Brown,1,5,1275264000,Best Perennial Encyclopedia Ever,"This is a marvelous compendium of plants. Almost 500 pages of plant descriptions and beautiful color photographs make it a book that the curious gardener will dip into again and again. Plants are listed by genus and species, and a good number of cultivars are listed. Each genus is given a general description, followed by how it is best grown, how it's propagated, and what pests it has. Then follows the various species within the genus, descriptions including origin, size, bloom time, color and size, scent and occasional tidbits about medicinal use or the like. One thing I love about this book as opposed to many other plant encyclopedias: it gives the American zone hardiness of the species.But this is not just a straight encyclopedia; interspersed with the plants are sidebars and boxes with information on combining the plants to make beautiful vignettes that put plants with the same needs together, the structures of various types of flowers, plant history, diseases and pests of plants, and detailed propagation instructions for certain plants.This book is great for looking up information, but it's also wonderful for just leafing through it, stopping at reading at random spots- did you know that the Barlow type aquilegias make seed that's true to type, while all other aquilegia's promiscuously cross breed? And here I thought those Barlow girls were just as bad as their cousins! Drooling over this book has given me a lot of new ideas for the garden, and left me with serious zone envy."
0061087130,Master of Desire,7.99,A2KS40R0D8C8GM,Kimberly C Tomlinson,,5,1354579200,Excellent,Excellent book that I couldn't put down. I always enjoy reading Kinley MacGregor. It was a stand alone book without having to read the other Highlander books too.
0312263821,Raj: The Making and Unmaking of British India,17.99,A2WKOT6S7SZTXZ,Simom,0.4,3,965692800,Too clever,"Starts off well and shows great depth of research. However, deeper into the book, the author's cleverness in remarks begins to pall and his biases become more evident. He is superficial on economic matters: a pity since he brings otu the heavy taxation imposed by the British and the incentives for war and conquest provided by the military bounty system but fails to follow these up with deeper analysis. As with many humanist historians, he is patronising toward missionaries."
